Date,Temperatura (Celsius),HumedadRelativa (%),VelocidadViento (m/s),Lluvia (mm),Irradiacion (W/m2),EvapoTranspiracion (mm)
6/3/2018,"26,83","60,25","6,77","0,00","291,13","6,19"
7/3/2018,"26,86","60,38","7,33","0,00","289,29","6,22"
8/3/2018,"27,62","61,71","10,21","0,00","282,67","6,41"
9/3/2018,"28,51","62,29",,"0,00","285,79","6,31"
10/3/2018,"29,20","62,08",,"0,00","284,38","6,45"
11/3/2018,"28,60","64,00",,"0,00","286,63","5,90"
12/3/2018,"27,96","67,67",,"0,00","220,50","4,49"
13/3/2018,"28,51","65,13",,"0,00","284,83","6,24"
14/3/2018,"29,34","60,67",,"0,00","284,46","6,47"
15/3/2018,"28,98","58,96",,"0,00","285,33","6,84"
16/3/2018,"29,02","56,67",,"0,00","292,42","7,13"
17/3/2018,"28,37","60,88","8,85","0,00","278,21","6,27"
18/3/2018,"28,93","59,13","8,05","0,00","296,00","6,49"
19/3/2018,"29,04","58,25","4,13","0,00","296,63","6,19"
20/3/2018,"27,95","64,63","3,33","0,00","273,17","5,49"
21/3/2018,"28,99","56,63","9,26","0,00","287,54","6,75"
22/3/2018,"28,16","57,17","13,97","0,00","293,33","7,43"
23/3/2018,"28,54","58,79","12,10","0,00","289,92","6,94"
24/3/2018,"28,33","61,17","10,83","0,00","283,96","6,67"
25/3/2018,"28,70","59,92","10,69","0,00","284,17","6,62"
26/3/2018,"28,81","58,71","11,83","0,00","287,83","6,94"
27/3/2018,"28,49","59,63","11,89","0,00","287,25","6,91"
28/3/2018,"29,24","54,04","9,33","0,00","287,08","6,95"
29/3/2018,"29,28","56,96","6,89","0,00","275,54","6,14"
30/3/2018,"28,08","63,71","7,18","0,00","282,46","6,21"
31/3/2018,"28,36","53,67","9,53","0,00","289,21","6,95"
1/4/2018,"28,78","48,83","6,97","0,00","291,71","6,80"
2/4/2018,"27,96","53,96","4,34","0,00","292,75","6,31"
3/4/2018,"27,13","60,13","2,53","0,00","296,92","5,92"
4/4/2018,"27,06","62,17","0,80","0,00","250,25","4,66"
5/4/2018,"26,96","63,50","2,60","0,00","280,50","5,57"
6/4/2018,"28,39","58,50","7,90","0,00","285,56","4,54"
7/4/2018,,,,,,
8/4/2018,"27,84","58,06","5,23","0,00","283,67","0,74"
9/4/2018,"28,22","68,50","3,80","0,25","277,54","5,39"
10/4/2018,"28,25","67,88","3,67","0,00","295,00","5,82"
11/4/2018,"27,20","66,92",,"0,00","191,38","4,10"
12/4/2018,"27,79","66,42",,"0,00","295,29","5,84"
13/4/2018,"27,74","66,08",,"0,00","244,71","4,66"
14/4/2018,"27,63","65,83",,"0,00","259,21","4,67"
15/4/2018,"28,34","65,67",,"0,00","283,88","5,70"
16/4/2018,"29,36","65,54","10,27","0,00","303,25","6,94"
17/4/2018,"28,71","65,63","8,79","0,00","302,71","6,57"
18/4/2018,"29,02","65,83","8,31","0,00","303,75","6,65"
19/4/2018,"28,67","65,75","8,00","0,00","297,38","6,42"
20/4/2018,"29,10","65,54","9,86","0,00","299,17","6,62"
21/4/2018,"28,68","65,25","6,38","0,00","291,58","6,14"
22/4/2018,"28,91","65,17","6,31","0,00","301,00","6,19"
23/4/2018,"29,45","65,21","6,03","0,00","300,54","6,41"
24/4/2018,"28,96","65,21","6,16","0,00","250,88","5,33"
25/4/2018,"29,69","65,21","5,83","0,00","281,25","5,95"
26/4/2018,"28,25","65,29","1,88","0,00","225,46","4,40"
27/4/2018,"28,40","65,29","1,67","0,00","262,79","4,82"
28/4/2018,"29,36","65,38","2,20","0,00","287,75","5,51"
29/4/2018,"29,13","65,42","5,28","0,00","290,17","5,87"
30/4/2018,"29,07","65,63",,"0,00","228,67","5,15"
1/5/2018,"29,71","65,79",,"0,00","297,75","6,53"
2/5/2018,"29,74","66,08",,"0,00","301,75","6,61"
3/5/2018,"28,70","66,46",,"0,00","286,63","5,99"
4/5/2018,"28,78","66,46","3,61","0,00","287,58","5,92"
5/5/2018,"28,17","66,21","0,53","0,00","214,79","4,14"
6/5/2018,"28,40","66,63","0,67","0,00","258,08","4,52"
7/5/2018,"28,11","66,54","1,27","20,32","258,38","4,61"
8/5/2018,"28,20","66,50",,"0,25","286,21","5,60"
9/5/2018,"27,38","66,25",,"14,73","247,83","4,55"
10/5/2018,"27,15","66,08","0,40","0,00","231,58","3,88"
11/5/2018,"27,20","65,92","0,67","0,00","210,50","3,65"
12/5/2018,"27,68","66,17","2,75","0,25","245,17","4,67"
13/5/2018,"28,11","66,54","2,33","0,00","264,17","5,04"
14/5/2018,"27,91","67,13","1,07","0,00","253,58","4,44"
15/5/2018,"26,38","67,58","0,27","0,00","149,42","2,49"
16/5/2018,"26,50","67,88","0,53","23,11","207,71","3,47"
17/5/2018,"25,28","68,21","0,40","11,93","155,42","2,48"
18/5/2018,"26,50","68,38","0,87","0,50","232,67","3,81"
19/5/2018,"26,70","68,50","0,73","0,00","155,79","2,55"
20/5/2018,"26,31","68,79","0,40","8,89","173,38","2,85"
21/5/2018,"25,28","69,13","0,40","21,07","175,50","2,77"
22/5/2018,"24,56","69,25","0,53","45,45","116,21","1,96"
23/5/2018,"26,28","69,17","0,60","100,07","236,38","3,68"
24/5/2018,"26,17","69,04","0,47","0,25","192,54","3,14"
25/5/2018,"26,28","68,71","0,33","38,60","223,71","3,65"
26/5/2018,"24,66","68,38","0,27","20,07","75,33","1,22"
27/5/2018,"24,35","67,79","0,53","18,01","110,54","1,78"
28/5/2018,"25,78","67,13","0,20","15,99","167,79","2,82"
29/5/2018,"27,05","67,13","0,60","5,84","262,67","4,27"
30/5/2018,"26,53","66,67","0,53","26,66","238,88","3,91"
31/5/2018,"27,35","66,54","1,33","0,25","205,63","3,80"
1/6/2018,"27,92","66,67","4,14","0,00","249,17","4,76"
2/6/2018,"25,75","66,71","1,20","20,83","176,67","3,24"
3/6/2018,"27,35","66,96","2,33","0,50","296,71","5,22"
4/6/2018,"27,30","67,08","3,00","0,00","159,21","3,05"
5/6/2018,"26,68","67,21","1,47","0,51","156,71","2,85"
6/6/2018,"26,69","66,79","2,68","0,25","194,42","3,52"
7/6/2018,"25,54","66,13","0,73","3,81","124,46","2,14"
8/6/2018,"28,95","65,33","6,69","0,00","280,71","5,64"
9/6/2018,"28,24","64,83","5,49","0,00","280,29","5,46"
10/6/2018,"26,18","64,46","2,40","41,91","116,63","2,31"
11/6/2018,"26,16","64,08","0,53","21,33","220,96","3,66"
12/6/2018,"26,15","63,71","0,53","1,27","183,21","3,04"
13/6/2018,"26,56","63,38","0,67","13,71","227,50","3,73"
14/6/2018,"26,42","62,75","0,73","4,82","209,54","3,47"
15/6/2018,"25,35","62,50","0,67","14,47","160,75","2,61"
16/6/2018,"25,72","62,46","0,27","0,25","149,63","2,49"
17/6/2018,"27,08","62,38","0,73","0,25","199,04","3,40"
18/6/2018,"27,86","62,54","3,28","0,00","259,88","4,74"
19/6/2018,"24,60","62,29","0,27","17,28","48,75","0,80"
20/6/2018,"25,53","62,00","1,00","25,90","250,92","4,06"
21/6/2018,"25,89","62,21","0,80","19,31","267,21","4,39"
22/6/2018,"27,00","62,54","0,53","0,25","214,04","3,64"
23/6/2018,"26,66","62,54","1,67","40,89","203,21","3,53"
24/6/2018,"26,61","62,83","2,33","6,09","203,17","3,70"
25/6/2018,"27,96","62,29","4,47","0,00","262,71","4,92"
26/6/2018,"25,66","61,88","0,67","7,11","157,67","2,71"
27/6/2018,"25,98","61,42","2,81","0,25","218,58","4,05"
28/6/2018,"25,80","61,13","3,75","0,00","129,88","2,59"
29/6/2018,"26,21","60,88","2,53","0,00","204,21","3,79"
30/6/2018,"27,44","60,58","4,61","0,25","268,38","5,08"
1/7/2018,"26,55","60,63","3,75","0,00","238,08","4,33"
2/7/2018,"25,68","60,75","2,87","1,77","130,21","2,49"
3/7/2018,"26,64","61,21","5,27","0,00","203,96","3,99"
4/7/2018,"25,66","61,38","0,80","0,00","187,96","3,29"
5/7/2018,"27,11","61,63","4,47","0,50","155,88","3,18"
6/7/2018,"26,59","61,79","3,00","0,00","148,25","2,89"
7/7/2018,"28,04","61,92","8,05","0,25","225,54","4,73"
8/7/2018,"28,74","62,38","9,81","0,00","285,67","5,98"
9/7/2018,"28,55","62,75","5,74","0,00","237,29","4,88"
10/7/2018,"28,60","63,25","7,90","0,00","220,21","4,76"
11/7/2018,"25,86","63,96","1,13","0,00","145,46","2,81"
12/7/2018,"28,11","64,92","2,93","0,00","229,50","4,41"
13/7/2018,"28,29","65,67","7,01","0,00","200,50","4,37"
14/7/2018,"27,59","66,88","6,97","1,02","150,29","3,52"
15/7/2018,"26,25","67,58","4,22","8,37","185,08","3,47"
16/7/2018,"27,14","68,04","4,73","4,82","156,67","3,18"
17/7/2018,"27,68","68,46","7,30","0,00","243,29","5,03"
18/7/2018,"27,92","68,46","5,81","0,00","198,63","4,21"
19/7/2018,"28,32","69,00","7,03","0,00","212,83","4,60"
20/7/2018,"27,52","69,92","7,01","0,00","129,75","3,12"
21/7/2018,"27,04","70,58","3,34","0,00","185,67","3,67"
22/7/2018,"26,83","71,17","3,07","0,25","122,42","2,66"
23/7/2018,"27,73","71,50","3,94","0,00","195,96","3,90"
24/7/2018,"28,62","71,21","4,54","0,00","253,79","4,86"
25/7/2018,"27,95","71,29","6,23","2,03","253,08","5,15"
26/7/2018,"26,13","71,54","1,87","0,00","109,13","2,13"
27/7/2018,"26,75","72,00","2,67","1,02","210,33","4,01"
28/7/2018,"25,75","71,96","1,67","3,30","157,50","2,80"
29/7/2018,"27,06","72,08","1,47","0,00","277,21","4,63"
30/7/2018,"26,43","72,00","2,60","0,25","181,00","3,35"
31/7/2018,"26,70","72,21","2,20","2,80","268,42","4,69"
1/8/2018,"25,96","72,50","0,60","0,25","178,33","3,07"
2/8/2018,"25,59","72,38","1,53","0,75","151,25","2,65"
3/8/2018,"26,09","72,42","1,13","0,75","163,04","2,93"
4/8/2018,"25,96","72,17","0,67","0,50","167,00","2,91"
5/8/2018,"27,95","71,67","6,16","0,00","256,04","5,03"
6/8/2018,"28,12","71,08","4,07","0,00","268,38","5,04"
7/8/2018,"27,49","70,71","4,33","8,63","164,79","3,34"
8/8/2018,"28,31","70,46","4,60","0,00","228,71","4,39"
9/8/2018,"28,49","70,92","4,53","1,27","197,33","3,98"
10/8/2018,"28,08","71,33","5,60","1,52","230,75","4,50"
11/8/2018,"28,78","71,58","7,16","0,00","258,83","5,40"
12/8/2018,"28,63","71,58","4,34","0,00","267,58","5,15"
13/8/2018,"26,55","71,83","3,62","0,25","219,58","4,19"
14/8/2018,"26,28","71,92","2,20","0,00","237,38","4,26"
15/8/2018,"26,92","72,00","2,47","0,00","288,42","5,24"
16/8/2018,"26,15","72,08","0,73","8,89","220,00","3,72"
17/8/2018,"27,84","72,21","2,53","0,00","222,38","4,13"
18/8/2018,"29,13","72,88","5,48","0,00","295,21","6,00"
19/8/2018,"28,02","73,21","3,47","0,00","285,63","5,44"
20/8/2018,"27,39","73,46","4,60","0,00","205,75","4,06"
21/8/2018,"27,81","73,38","3,60","1,26","145,92","3,24"
22/8/2018,"29,51","73,13","6,48","0,00","270,38","5,48"
23/8/2018,"26,81","72,96","5,23","0,50","179,08","3,84"
24/8/2018,"26,35","73,00","3,74","0,00","262,67","4,86"
25/8/2018,"27,37","72,83","2,33","0,00","224,29","4,28"
26/8/2018,"26,20","72,46","2,47","0,00","125,71","2,44"
27/8/2018,"26,47","72,29","2,27","0,00","166,88","3,17"
28/8/2018,"26,60","72,08","2,47","0,00","194,50","3,76"
29/8/2018,"27,76","71,71","4,34","0,00","272,71","5,15"
30/8/2018,"27,16","71,17","4,61","0,00","186,21","3,88"
31/8/2018,"25,70","70,50","1,00","0,00","162,96","2,95"
1/9/2018,"26,37","69,75","0,53","0,25","163,33","2,90"
2/9/2018,"26,55","68,75","1,93","0,25","187,88","3,53"
3/9/2018,"26,50","67,58","1,53","0,00","214,63","3,83"
4/9/2018,"27,88","66,21","3,60","0,00","263,54","5,10"
5/9/2018,"25,88","65,13","0,67","0,00","124,83","2,20"
6/9/2018,"25,75","65,13","0,80","31,75","211,00","3,72"
7/9/2018,"24,80","63,75","0,33","5,32","160,08","2,60"
8/9/2018,"24,68","62,63","0,60","21,58","111,75","1,90"
9/9/2018,"26,03","61,71","0,67","2,28","221,38","3,59"
10/9/2018,"26,15","60,75","0,73","32,25","244,33","3,94"
11/9/2018,"25,89","60,00","0,53","20,58","241,58","3,87"
12/9/2018,"26,96","59,08","0,47","6,10","226,63","3,75"
13/9/2018,"26,77","58,08","0,67","0,25","259,17","4,33"
14/9/2018,"26,23","57,13","0,87","1,01","212,21","3,54"
15/9/2018,"26,38","56,58","0,53","2,80","214,21","3,49"
16/9/2018,"26,60","56,79","0,53","17,77","213,96","3,68"
17/9/2018,"27,00","56,88","0,73","0,25","253,21","4,15"
18/9/2018,"27,40","56,75","1,40","6,09","283,29","4,86"
19/9/2018,"27,10","56,67","1,67","0,00","173,63","3,19"
20/9/2018,"25,69","56,83","0,53","0,51","94,21","1,55"
21/9/2018,"26,81","57,04","1,60","0,25","222,21","3,95"
22/9/2018,"26,24","57,17","0,87","3,30","179,08","3,03"
23/9/2018,"25,96","57,04","2,81","0,00","191,38","3,52"
24/9/2018,"26,23","57,13","2,94","0,00","191,38","3,66"
25/9/2018,"25,80","57,46","1,20","1,52","176,08","3,08"
26/9/2018,"26,44","57,67","2,20","0,00","209,58","3,89"
27/9/2018,"26,45","58,04","1,93","0,00","256,00","4,56"
28/9/2018,"25,48","58,46","0,40","6,61","156,83","2,62"
29/9/2018,"26,50","59,04","1,93","0,25","206,38","3,71"
30/9/2018,"25,70","59,42","1,27","18,29","164,13","2,78"
1/10/2018,"25,99","59,42","1,00","52,81","243,54","4,07"
2/10/2018,"24,47","60,00","0,40","25,91","128,00","2,12"
3/10/2018,"24,58","60,29","2,47","0,76","133,75","2,32"
4/10/2018,"23,36","60,17","3,40","12,96","58,17","0,90"
5/10/2018,"22,59","60,17","2,00","74,15","39,21","0,60"
6/10/2018,"25,01","59,88","1,40","0,00","152,46","2,53"
7/10/2018,"26,06","60,00","0,73","0,00","260,33","4,18"
8/10/2018,"25,92","60,46","0,47","0,51","154,08","2,67"
9/10/2018,"25,93","60,58","0,47","1,52","179,13","3,07"
10/10/2018,"25,95","60,46","0,60","0,25","209,08","3,35"
11/10/2018,"25,28","60,25","0,33","4,06","141,58","2,41"
12/10/2018,"24,22","60,33","0,13","52,84","71,00","1,13"
13/10/2018,"23,90","60,58","0,07","8,88","111,42","1,74"
14/10/2018,"23,92","60,92","0,20","15,22","88,67","1,43"
15/10/2018,"24,44","61,25","0,40","13,45","107,67","1,73"
16/10/2018,"22,98","61,54","1,20","91,44","28,71","0,50"
17/10/2018,"23,95","61,92","0,73","38,34","101,13","1,58"
18/10/2018,"24,68","62,29","0,33","10,16","160,92","2,55"
19/10/2018,"26,29","62,67","0,80","0,00","222,42","3,55"
20/10/2018,"26,14","62,71","2,67","0,25","219,88","3,94"
21/10/2018,"27,19","62,71","4,83","0,00","266,92","5,23"
22/10/2018,"26,75","62,58","3,07","0,00","246,38","4,60"
23/10/2018,"26,48","62,63","2,20","0,00","239,04","4,23"
24/10/2018,"26,35","62,67","1,80","0,00","255,13","4,47"
25/10/2018,"25,42","62,63","2,95","0,00","182,33","3,32"
26/10/2018,"25,68","62,63","0,80","0,00","162,54","2,82"
27/10/2018,"26,04","62,50","0,67","0,76","157,08","2,62"
28/10/2018,"25,45","62,63","2,53","6,09","81,21","1,59"
29/10/2018,"27,12","62,79","5,35","0,00","231,13","4,41"
30/10/2018,"27,35","63,00","4,15","0,00","248,58","4,73"
31/10/2018,"26,39","63,33","2,20","0,00","224,04","3,94"
1/11/2018,"25,85","63,33","0,47","0,00","225,21","3,58"
2/11/2018,"26,05","62,96","0,80","4,82","219,71","3,59"
3/11/2018,"26,11","62,79","1,20","0,25","229,25","3,82"
4/11/2018,"25,13","62,88","0,93","19,29","134,79","2,27"
5/11/2018,"25,80","62,83","0,93","7,11","239,04","3,82"
6/11/2018,"26,27","62,63","1,67","0,25","245,92","4,10"
7/11/2018,"26,40","62,42","2,00","2,29","254,79","4,42"
8/11/2018,"26,34","62,00","1,47","0,50","221,29","3,79"
9/11/2018,"26,50","61,54","0,93","0,00","236,42","3,97"
10/11/2018,"26,68","61,08","3,94","0,00","244,08","4,39"
11/11/2018,"27,34","60,63","7,48","0,00","171,50","3,80"
12/11/2018,"27,53","60,46","5,60","0,00","156,42","3,44"
13/11/2018,"28,20","60,21","5,14","0,00","241,71","4,81"
14/11/2018,"26,80","60,25","3,47","0,00","216,58","4,03"
15/11/2018,"27,19","60,25","7,12","0,25","239,88","4,68"
16/11/2018,"26,63","60,21","5,22","0,00","145,38","3,17"
17/11/2018,"27,56","59,96","5,35","0,00","223,33","4,39"
18/11/2018,"28,22","59,71","8,16","0,00","211,83","4,51"
19/11/2018,"27,68","59,58","4,61","0,00","177,00","3,65"
20/11/2018,"27,46","59,58","5,55","0,00","160,17","3,44"
21/11/2018,"26,65","59,38","3,60","0,00","119,21","2,49"
22/11/2018,"26,84","58,92","4,74","0,25","196,17","3,83"
23/11/2018,"28,00","58,79","5,74","0,00","243,17","4,84"
24/11/2018,"26,47","58,92","2,47","0,00","238,33","4,33"
25/11/2018,"27,71","58,67","4,20","0,00","241,83","4,55"
26/11/2018,"27,02","58,42","3,00","0,00","246,29","4,64"
27/11/2018,"25,80","58,50","1,80","0,00","207,50","3,69"
28/11/2018,"26,20","58,58","2,00","0,00","182,17","3,34"
29/11/2018,"26,29","58,67","2,94","0,00","224,71","4,25"
30/11/2018,"26,28","58,96","1,73","0,00","235,96","4,17"
1/12/2018,"25,82","59,25","1,13","0,00","203,29","3,54"
2/12/2018,"25,95","59,46","1,20","0,00","209,79","3,59"
3/12/2018,"26,39","59,88","1,87","0,00","224,96","3,92"
4/12/2018,"26,40","60,17","3,61","0,00","509,25","2,33"
5/12/2018,"27,32","60,38","6,35","0,00","348,46","4,80"
6/12/2018,"26,10","60,67","4,87","0,00","165,29","3,38"
7/12/2018,"26,74","60,88","3,73","0,00","210,83","4,02"
8/12/2018,"26,81","60,88","3,33","0,00","238,75","4,64"
9/12/2018,"27,00","60,75","4,67","0,00","236,00","4,75"
10/12/2018,"27,35","60,54","8,65","0,00","236,88","5,02"
11/12/2018,"26,80","60,63","9,74","0,00","240,71","5,05"
12/12/2018,"27,59","60,83","8,45","0,00","238,13","5,33"
13/12/2018,"25,36","61,04","3,00","0,00","235,54","4,52"
14/12/2018,"25,95","61,17","0,53","0,00","183,83","3,25"
15/12/2018,"27,01","61,17","8,00","0,00","233,46","4,85"
16/12/2018,"27,94","61,46","9,87","0,00","234,96","5,23"
17/12/2018,"27,07","61,79","9,04","0,00","236,83","5,03"
18/12/2018,"25,37","61,79","3,27","0,00","193,04","3,84"
19/12/2018,"25,43","61,50","1,00","0,00","224,00","3,92"
20/12/2018,"25,40","61,42","0,33","0,00","190,00","3,20"
21/12/2018,"25,77","61,46","6,25","0,00","223,33","4,67"
22/12/2018,"25,90","61,42","8,92","0,00","218,17","4,89"
23/12/2018,"26,65","61,42","11,15","0,00","235,75","5,27"
24/12/2018,"27,50","61,46","9,31","0,00","237,67","5,45"
25/12/2018,"27,59","61,42","10,28","0,00","236,04","5,48"
26/12/2018,"27,60","61,50","9,88","0,00","234,21","5,42"
27/12/2018,"27,98","61,63","7,14","0,00","235,75","5,39"
28/12/2018,"26,28","61,58","5,76","0,00","236,67","4,90"
29/12/2018,"27,79","61,63","9,73","0,00","235,17","5,41"
30/12/2018,"28,15","61,88","9,13","0,00","237,25","5,61"
31/12/2018,"27,93","62,00","10,34","0,00","242,38","5,91"
1/1/2019,"28,25","62,13","10,68","0,00","238,83","5,70"
2/1/2019,"27,65","62,33","12,77","0,00","237,54","5,83"
3/1/2019,"27,68","62,54","10,01","0,00","237,67","5,48"
4/1/2019,"28,13","62,88","8,31","6,34","225,92","5,16"
5/1/2019,"28,36","63,08","11,02","0,00","237,58","5,68"
6/1/2019,"28,00","63,29","11,75","0,00","240,79","5,75"
7/1/2019,"27,60","63,46","6,82","0,00","244,17","5,33"
8/1/2019,"25,87","63,63","4,54","0,00","241,71","5,03"
9/1/2019,"26,61","63,63","4,68","0,00","245,50","5,24"
10/1/2019,"24,96","63,83","5,31","0,00","241,83","5,00"
11/1/2019,"26,58","63,75","7,50","0,00","247,13","5,52"
12/1/2019,"26,18","64,29","6,57","0,00","246,96","5,30"
13/1/2019,"26,96","64,88","9,40","0,00","247,58","5,58"
14/1/2019,"26,22","65,58","10,27","0,00","215,63","4,90"
15/1/2019,"26,73","66,33","11,37","0,00","211,54","5,10"
16/1/2019,"26,81","66,92","11,17","0,00","247,83","5,79"
17/1/2019,"27,35","67,08","11,08","0,00","249,79","5,99"
18/1/2019,"27,46","67,00","10,48","0,00","253,21","6,09"
19/1/2019,"27,52","66,92","6,75","0,00","252,04","5,29"
20/1/2019,"27,66","66,83","10,20","0,00","235,96","5,70"
21/1/2019,"27,89","66,88","11,63","0,00","249,46","6,27"
22/1/2019,"27,50","67,04","13,03","0,00","252,21","6,31"
23/1/2019,"27,98","67,17","10,08","0,00","250,38","5,95"
24/1/2019,"27,39","67,00","6,52","0,00","250,63","5,38"
25/1/2019,"28,10","66,96","10,01","0,00","205,33","5,18"
26/1/2019,"28,73","66,96","9,00","0,00","252,17","6,05"
27/1/2019,"26,71","67,21","1,07","0,00","254,58","4,63"
28/1/2019,"26,36","67,50","5,63","0,00","253,54","5,26"
29/1/2019,"27,25","67,58","3,53","0,00","250,71","4,94"
30/1/2019,"27,96","67,58","8,30","0,00","228,46","5,35"
31/1/2019,"27,56","67,54","9,94","0,00","258,33","6,16"
1/2/2019,"27,51","67,54","5,14","0,00","259,50","5,65"
2/2/2019,"27,12","67,58","6,10","0,00","258,63","5,68"
3/2/2019,"28,14","67,58","9,05","0,00","261,42","6,14"
4/2/2019,"28,40","67,58","9,48","0,00","262,42","6,37"
5/2/2019,"27,51","68,08","9,80","0,00","264,83","6,23"
6/2/2019,"28,31","68,17","11,36","0,00","266,46","6,68"
7/2/2019,"28,24","67,79","10,02","0,00","266,67","6,46"
8/2/2019,"27,99","67,29","11,70","0,00","267,38","6,68"
9/2/2019,"27,62","67,04","13,10","0,00","269,04","6,64"
10/2/2019,"27,60","67,00","11,76","0,00","269,58","6,49"
11/2/2019,"28,05","67,08","10,14","0,00","269,96","6,43"
12/2/2019,"27,08","67,25","3,88","0,00","252,00","5,18"
13/2/2019,"27,45","67,21","5,78","0,00","269,33","5,75"
14/2/2019,"28,67","67,21","8,12","0,00","268,63","6,39"
15/2/2019,"27,16","67,13","3,28","0,00","270,58","5,36"
16/2/2019,"27,16","66,96","1,20","0,00","255,42","4,74"
17/2/2019,"28,09","66,92","1,00","0,00","245,50","4,51"
18/2/2019,"28,65","66,96","5,48","0,00","261,96","5,58"
19/2/2019,"29,08","67,00","7,90","0,00","270,71","6,16"
20/2/2019,"27,20","67,04","2,13","0,00","273,67","5,43"
21/2/2019,"27,83","67,08","2,73","0,00","271,21","5,39"
22/2/2019,"28,86","67,13","6,01","0,00","269,71","5,87"
23/2/2019,"28,75","67,21","7,12","0,00","272,46","6,06"
24/2/2019,"28,78","67,17","10,61","0,00","270,54","6,33"
25/2/2019,"27,66","67,00","10,80","0,00","267,33","5,93"
26/2/2019,"27,70","66,92","11,95","0,00","268,92","6,45"
27/2/2019,"28,02","66,75","9,34","0,00","267,21","6,06"
28/2/2019,"28,55","66,75","9,38","0,00","265,08","6,18"
1/3/2019,"29,32","66,54","6,14","0,00","267,75","5,70"
2/3/2019,"27,60","66,21","3,93","0,00","237,00","5,18"
3/3/2019,"28,46","65,71","7,50","0,00","213,04","5,14"
4/3/2019,"27,88","65,58","4,27","0,00","248,71","5,41"
5/3/2019,"29,06","65,54","10,41","0,00","269,29","6,63"
6/3/2019,"27,77","65,46","11,55","0,00","275,75","6,28"
7/3/2019,"28,00","65,13","13,43","0,00","278,50","6,72"
8/3/2019,"28,27","65,00","13,10","0,00","285,42","7,15"
9/3/2019,"28,74","64,75","11,30","0,00","285,21","6,99"
10/3/2019,"28,90","64,67","10,82","0,00","283,33","6,88"
11/3/2019,"29,25","64,50","11,29","0,00","279,08","6,76"
12/3/2019,"28,76","64,33","12,63","0,00","285,67","7,11"
13/3/2019,"28,98","64,17","9,95","0,00","284,21","6,83"
14/3/2019,"28,53","63,92","5,63","0,00","284,33","6,32"
15/3/2019,"28,02","63,79","5,91","0,00","273,13","6,01"
16/3/2019,"28,30","63,54","9,47","0,00","273,17","6,38"
17/3/2019,"28,80","63,33","11,55","0,00","286,21","7,06"
18/3/2019,"29,07","62,67","9,33","0,00","265,33","6,61"
19/3/2019,"28,62","62,04","4,68","0,00","285,42","6,23"
20/3/2019,"27,88","61,63","6,24","0,00","285,21","6,32"
21/3/2019,"29,24","61,33","10,61","0,00","284,75","6,97"
22/3/2019,"28,44","61,33","11,63","0,00","290,13","7,27"
23/3/2019,"28,59","61,21","10,41","0,00","292,21","7,11"
24/3/2019,"28,97","61,08","8,98","0,00","291,04","6,96"
25/3/2019,"28,97","61,08","9,33","0,00","288,33","6,63"
26/3/2019,"29,26","61,04","11,56","0,00","288,92","7,12"
27/3/2019,"28,85","60,88","11,48","0,00","290,67","7,23"
28/3/2019,"29,20","60,83","11,69","0,00","293,38","7,19"
29/3/2019,"29,04","60,96","6,16","0,00","288,58","6,36"
30/3/2019,"26,21","67,16","1,43","0,00","115,16","2,18"
31/3/2019,"27,44","63,38","1,90","0,00","198,71","3,75"
